NoOfBedrooms,NoOfBathrooms,NoOfFloors,FlatArea,LotArea,BasementArea,AreaOfTheHouseFromBasement,LivingAreaAfterRenovation,LotAreaAfterRenovation,AgeOfHouse,ConditionOfTheHouse,OverallGrade,SalePrice
4,2.5,2.0,2160.0,9528.0,0,2160.0,2280.0,9937,26,Fair,9,360000.0
4,3.0,2.0,3280.0,11060.0,1010,2270.0,2320.0,11004,32,Fair,8,580000.0
3,2.0,2.0,1970.0,4166.0,700,1270.0,2390.0,4166,89,Excellent,8,550000.0
4,2.5,2.0,3360.0,22111.0,0,3360.0,3150.0,11374,24,Fair,10,879000.0
3,2.5,2.0,2650.0,7286.0,0,2650.0,2400.0,7220,28,Fair,8,446500.0
3,1.5,1.0,2030.0,8880.0,700,1330.0,2140.0,5592,55,Fair,7,404000.0
3,1.75,1.0,1590.0,11914.0,500,1090.0,1630.0,9052,61,Fair,7,267500.0
4,5.0,1.0,4550.0,18641.0,1950,2600.0,4550.0,19508,16,Fair,10,3080000.0
3,2.5,2.0,2440.0,7632.0,0,2440.0,2510.0,7903,20,Fair,8,335000.0
3,2.5,1.0,1940.0,9000.0,970,970.0,2190.0,7310,70,Good,7,576000.0
3,2.5,2.0,2040.0,3810.0,0,2040.0,2370.0,4590,12,Fair,8,208633.0
3,2.25,1.0,2200.0,8750.0,1080,1120.0,1460.0,10139,54,Good,7,315000.0
3,1.75,1.0,1920.0,3300.0,960,960.0,1740.0,4000,105,Good,8,725000.0
4,2.75,1.0,1800.0,7750.0,400,1400.0,1800.0,8275,53,Good,8,550000.0
4,2.25,2.0,2180.0,7297.0,0,2180.0,2250.0,9781,34,Fair,8,610750.0
2,1.0,1.5,1010.0,5000.0,0,1010.0,1460.0,5000,110,Good,6,550700.0
4,2.75,2.0,3320.0,10574.0,1100,2220.0,2720.0,8330,58,Excellent,8,665000.0
4,2.5,1.5,2370.0,4000.0,390,1980.0,2440.0,5750,90,Excellent,8,834000.0
5,1.75,1.5,1660.0,78408.0,0,1660.0,1660.0,78408,103,Fair,6,201000.0
5,2.5,2.0,3650.0,9050.0,280,3370.0,2880.0,5400,97,Excellent,10,2380000.0
4,3.25,1.0,4290.0,12103.0,1600,2690.0,3860.0,11244,21,Fair,10,1380000.0
4,3.25,1.0,4290.0,12103.0,1600,2690.0,3860.0,11244,21,Fair,10,1400000.0
4,2.25,1.0,1950.0,7700.0,600,1350.0,2150.0,7350,39,Fair,8,305000.0
3,2.0,1.0,2590.0,14052.0,870,1720.0,1570.0,8162,70,Excellent,8,487000.0
3,2.5,1.0,1930.0,64904.0,0,1930.0,2350.0,57500,30,Good,8,390000.0
2,1.0,1.0,1470.0,3864.0,300,1170.0,1570.0,3864,102,Good,7,548000.0
4,1.0,1.0,800.0,8775.0,0,800.0,1310.0,8775,75,Fair,6,268750.0
5,2.75,2.0,3150.0,7119.0,0,3150.0,1560.0,8384,5,Fair,9,819900.0
3,2.0,1.0,1450.0,11204.0,0,1450.0,1520.0,9518,15,Fair,7,230000.0
3,1.75,1.0,1510.0,10248.0,0,1510.0,1510.0,9753,49,Fair,7,240000.0
2,1.0,1.0,1240.0,12092.0,280,960.0,1820.0,7460,96,Fair,6,232000.0
2,1.0,1.0,1240.0,12092.0,280,960.0,1820.0,7460,96,Fair,6,240500.0
3,2.5,2.0,3030.0,45004.0,0,3030.0,3080.0,35781,31,Fair,9,274975.0
4,2.0,1.5,2050.0,4400.0,0,2050.0,2320.0,5500,96,Good,9,740000.0
3,1.0,1.0,1000.0,7636.0,0,1000.0,1150.0,7600,66,Okay,7,186375.0
3,2.25,1.0,2370.0,10289.0,780,1590.0,2500.0,10004,41,Good,9,790000.0
4,3.5,2.0,2800.0,6750.0,910,1890.0,2370.0,6120,67,Fair,9,880000.0
6,1.75,2.0,2240.0,11180.0,0,2240.0,1590.0,7955,63,Good,7,279000.0
3,2.0,1.0,1810.0,10530.0,0,1810.0,1910.0,10450,27,Fair,8,295000.0
2,1.0,1.0,1070.0,5000.0,0,1070.0,1710.0,5000,94,Fair,7,640000.0
4,2.0,2.0,2490.0,9525.0,0,2490.0,2770.0,9525,50,Excellent,9,940000.0
4,2.5,2.0,1960.0,5238.0,0,1960.0,1800.0,5894,15,Fair,7,260000.0
3,2.75,1.0,2930.0,5569.0,1070,1860.0,2580.0,11045,14,Fair,9,559900.0
4,2.0,1.5,1510.0,3500.0,0,1510.0,1820.0,3750,107,Excellent,7,791500.0
3,1.75,1.0,1420.0,8250.0,0,1420.0,1740.0,8000,64,Fair,7,265000.0
3,1.75,1.0,1740.0,11547.0,0,1740.0,880.0,78408,64,Fair,7,245000.0
4,1.75,2.0,2560.0,43995.0,0,2560.0,2560.0,14764,56,Good,7,485000.0
4,3.5,2.0,3040.0,8414.0,620,2420.0,3470.0,8066,8,Fair,9,684000.0
3,1.75,1.0,2500.0,6840.0,1200,1300.0,1580.0,8691,61,Fair,8,425000.0
4,1.75,1.0,1275.0,20000.0,0,1275.0,1660.0,20000,27,Good,6,309600.0
4,2.5,2.0,2580.0,5823.0,0,2580.0,2380.0,5823,16,Fair,8,552250.0
4,1.0,1.0,1000.0,7134.0,0,1000.0,1020.0,7138,75,Fair,6,165000.0
4,1.0,1.0,1000.0,7134.0,0,1000.0,1020.0,7138,75,Fair,6,239900.0
2,1.0,1.0,1070.0,32633.0,0,1070.0,1360.0,32156,88,Good,6,320000.0
3,2.0,1.0,1390.0,13464.0,0,1390.0,1720.0,12080,31,Good,7,206600.0
4,1.75,1.0,2500.0,7690.0,1250,1250.0,2040.0,8646,45,Fair,7,387000.0
1,0.75,1.0,560.0,12120.0,0,560.0,1300.0,19207,51,Fair,4,299000.0
4,2.75,2.0,2270.0,10460.0,0,2270.0,2610.0,10180,53,Fair,9,855000.0
2,1.0,1.0,990.0,3120.0,200,790.0,1930.0,3120,111,Excellent,7,437500.0
4,1.5,1.0,1550.0,19800.0,500,1050.0,1640.0,22654,49,Good,7,252000.0
4,1.75,1.0,2200.0,7475.0,1100,1100.0,1600.0,5766,63,Excellent,7,375000.0
4,2.5,2.0,1910.0,4862.0,0,1910.0,2010.0,5091,13,Fair,7,300000.0
4,1.0,1.5,1750.0,9600.0,0,1750.0,1750.0,10530,64,Good,7,420000.0
3,1.0,1.0,1330.0,77972.0,0,1330.0,1340.0,17689,90,Fair,7,900000.0
3,2.5,2.0,2440.0,5750.0,460,1980.0,1520.0,5750,18,Fair,9,679900.0
3,2.5,2.0,1640.0,29970.0,0,1640.0,1580.0,28399,26,Fair,7,463000.0
5,2.5,2.0,2760.0,11340.0,0,2760.0,2470.0,11340,40,Good,9,380000.0
4,2.5,2.0,1820.0,7912.0,0,1820.0,1820.0,8168,24,Fair,7,329500.0
3,2.5,1.0,2110.0,5608.0,770,1340.0,2040.0,9363,5,Fair,8,604950.0
5,2.5,1.0,3040.0,9570.0,1400,1640.0,2920.0,8800,52,Good,8,795000.0
3,2.0,2.0,1840.0,40438.0,0,1840.0,1380.0,44049,24,Fair,7,465000.0
4,2.5,2.0,2990.0,10400.0,0,2990.0,2140.0,17449,16,Fair,9,673000.0
4,2.5,2.0,3520.0,15420.0,0,3520.0,3400.0,21455,27,Fair,10,810000.0
4,2.75,1.0,2440.0,69415.0,530,1910.0,2770.0,24361,29,Good,8,785000.0
4,3.0,1.0,2090.0,7500.0,720,1370.0,1810.0,7650,32,Fair,7,338000.0
3,2.25,2.0,1430.0,7222.0,0,1430.0,1430.0,7220,25,Fair,7,280000.0
4,2.25,1.0,2180.0,10754.0,1080,1100.0,1810.0,6929,64,Excellent,7,315000.0
5,3.0,2.0,3450.0,9914.0,0,3450.0,2860.0,9721,14,Fair,9,380000.0
3,2.25,2.0,1450.0,7562.0,0,1450.0,1650.0,7625,24,Fair,7,297000.0
4,2.5,2.0,3230.0,7331.0,0,3230.0,3480.0,7447,14,Fair,10,730000.0
3,1.75,1.0,1640.0,13500.0,530,1110.0,1770.0,12600,78,Fair,7,450000.0
3,3.0,1.0,1590.0,7750.0,530,1060.0,1680.0,7500,21,Fair,7,275000.0
4,2.0,2.0,2020.0,2849.0,0,2020.0,1910.0,3120,58,Fair,7,595000.0
3,1.5,1.5,1300.0,3348.0,0,1300.0,1590.0,2577,114,Fair,7,435000.0
2,1.5,1.0,1380.0,209959.0,0,1380.0,3130.0,19868,64,Bad,6,270000.0
3,3.0,2.0,4040.0,14338.0,1010,3030.0,3360.0,14142,32,Fair,10,950000.0
4,2.25,2.0,2130.0,5337.0,0,2130.0,2300.0,6930,17,Fair,7,389000.0
4,2.25,1.0,2550.0,7800.0,970,1580.0,2420.0,8050,50,Fair,8,560000.0
5,3.5,2.0,4800.0,14984.0,1320,3480.0,4050.0,19009,20,Fair,10,1350000.0
4,2.25,2.0,2510.0,11585.0,0,2510.0,2450.0,9691,49,Good,8,799000.0
3,2.0,1.0,1410.0,9600.0,0,1410.0,1410.0,9600,35,Good,7,365500.0
3,2.0,1.0,1650.0,7352.0,490,1160.0,1710.0,7350,39,Fair,7,252350.0
4,2.5,2.0,2120.0,13780.0,0,2120.0,1880.0,12000,25,Fair,8,403950.0
4,1.5,1.0,2040.0,10726.0,660,1380.0,1610.0,10020,64,Fair,7,385000.0
4,1.0,1.5,1550.0,7620.0,0,1550.0,1450.0,7620,61,Fair,7,345000.0
3,2.75,2.0,1980.0,3128.0,0,1980.0,1950.0,2856,39,Good,9,490000.0
3,2.5,2.0,1600.0,26977.0,0,1600.0,1790.0,27743,13,Fair,8,330000.0
4,2.75,2.0,3300.0,12090.0,0,3300.0,3180.0,12239,65,Fair,8,927000.0
4,2.5,2.0,3840.0,16619.0,0,3840.0,3600.0,16553,35,Good,10,1120000.0
2,1.0,1.0,1220.0,10000.0,0,1220.0,2000.0,9600,68,Excellent,7,330000.0
5,2.25,1.0,2720.0,8800.0,1220,1500.0,2110.0,8800,60,Good,7,530000.0
4,2.0,1.0,1940.0,25600.0,0,1940.0,2000.0,10071,56,Bad,8,365000.0
3,2.5,1.5,2160.0,3000.0,900,1260.0,1060.0,3500,109,Fair,7,378750.0
4,1.75,1.5,1530.0,8750.0,0,1530.0,1390.0,8750,50,Good,7,269900.0
3,3.5,2.0,1710.0,2096.0,420,1290.0,1630.0,1543,10,Fair,8,557000.0
4,1.75,1.0,3730.0,16980.0,1580,2150.0,1880.0,16963,44,Good,7,360000.0
3,2.5,2.0,1750.0,22357.0,0,1750.0,2430.0,22357,24,Fair,8,437000.0
4,2.5,2.0,1820.0,6753.0,0,1820.0,1820.0,7107,24,Fair,7,322500.0
3,3.25,2.0,1510.0,2000.0,180,1330.0,1510.0,1352,17,Fair,9,650000.0
3,2.0,3.0,1290.0,1213.0,0,1290.0,1290.0,3235,17,Fair,8,450000.0
3,2.0,1.0,1570.0,5250.0,0,1570.0,1570.0,5250,20,Fair,7,278500.0
4,2.5,2.0,1930.0,6957.0,0,1930.0,2090.0,6996,23,Fair,8,364950.0
4,3.5,1.0,2840.0,40139.0,0,2840.0,3180.0,36852,32,Good,10,840000.0
3,2.5,2.0,1550.0,8134.0,0,1550.0,1550.0,8134,27,Fair,7,268000.0
2,1.0,1.0,833.0,143947.0,0,833.0,1380.0,143947,12,Fair,5,517534.0
3,2.5,2.0,2990.0,32239.0,0,2990.0,2990.0,36497,40,Good,8,632925.0
3,2.5,2.0,2000.0,7251.0,0,2000.0,2450.0,8118,23,Fair,9,577500.0
4,1.5,1.5,2390.0,7480.0,0,2390.0,2850.0,6867,98,Fair,7,339000.0
3,1.75,1.0,2910.0,37461.0,1380,1530.0,2520.0,18295,51,Good,7,570000.0
4,1.75,1.0,2085.0,174240.0,475,1610.0,2690.0,174240,54,Fair,7,563500.0
4,2.25,1.0,2200.0,9351.0,910,1290.0,1910.0,8660,56,Excellent,7,423000.0
3,2.25,2.0,1860.0,5028.0,0,1860.0,2320.0,5465,6,Fair,8,355000.0
5,4.25,2.0,6070.0,171626.0,0,6070.0,4680.0,211267,19,Fair,10,1550000.0
2,1.0,1.0,950.0,3960.0,0,950.0,1320.0,4050,77,Fair,7,482000.0
3,1.75,1.0,1600.0,9135.0,0,1600.0,1580.0,9800,63,Excellent,7,625000.0
3,2.5,2.0,2250.0,11632.0,0,2250.0,2360.0,11632,30,Fair,8,538000.0
3,2.5,2.0,2280.0,10255.0,0,2280.0,2310.0,10094,33,Good,8,380000.0
2,1.0,1.0,940.0,5120.0,0,940.0,1300.0,5120,109,Fair,7,375000.0
3,2.5,1.0,1530.0,8500.0,500,1030.0,1850.0,8140,22,Excellent,7,245000.0
5,1.75,1.0,2190.0,27260.0,0,2190.0,1620.0,39480,71,Good,7,310000.0
3,2.0,1.0,2350.0,15021.0,580,1770.0,3530.0,15715,42,Good,8,1300000.0
4,2.0,1.0,1440.0,7680.0,240,1200.0,1460.0,9660,47,Fair,7,397000.0
3,2.5,2.0,2200.0,4052.0,0,2200.0,2310.0,5082,13,Fair,8,365000.0
4,3.0,2.0,2290.0,8250.0,0,2290.0,2290.0,8250,28,Fair,9,328500.0
4,3.0,2.0,4040.0,19700.0,0,4040.0,3930.0,21887,31,Fair,10,988000.0
4,2.5,1.5,2610.0,3277.0,690,1920.0,1810.0,3277,96,Excellent,8,1000000.0
3,2.5,2.0,1490.0,2138.0,0,1490.0,1490.0,2094,13,Fair,7,237000.0
4,2.5,2.0,2450.0,5280.0,0,2450.0,2300.0,4674,15,Fair,8,525000.0
4,2.5,1.0,1710.0,9627.0,270,1440.0,2140.0,9131,42,Fair,9,749000.0
5,2.5,2.0,4870.0,11800.0,1400,3470.0,3180.0,11398,35,Fair,10,722500.0
3,2.5,2.0,3130.0,8750.0,0,3130.0,2860.0,9003,27,Fair,10,843000.0
3,1.75,1.0,2120.0,10875.0,580,1540.0,2460.0,11760,41,Fair,8,578000.0
3,1.5,1.0,1670.0,8230.0,0,1670.0,2077.0,4910,64,Excellent,7,227950.0
3,2.25,2.0,2070.0,11576.0,0,2070.0,1890.0,7519,44,Fair,7,196000.0
2,1.0,1.0,1420.0,5332.0,350,1070.0,2400.0,5406,65,Fair,8,641000.0
3,1.5,1.0,1250.0,219978.0,0,1250.0,1930.0,210394,38,Good,6,350000.0
3,1.0,1.0,940.0,7980.0,0,940.0,1150.0,8050,58,Good,7,205000.0
3,1.75,1.0,1920.0,9102.0,0,1920.0,1920.0,9760,50,Fair,7,400000.0
3,2.5,1.0,3545.0,9816.0,935,2610.0,3630.0,7704,13,Fair,10,1030000.0
3,2.0,1.0,1260.0,5460.0,0,1260.0,1510.0,5460,46,Fair,7,505000.0
5,2.5,1.0,2340.0,7200.0,1040,1300.0,1930.0,7221,43,Fair,7,475000.0
3,4.5,2.0,3970.0,24920.0,710,3260.0,2610.0,13838,41,Fair,10,1450000.0
3,1.75,1.0,1220.0,9732.0,0,1220.0,1630.0,10007,53,Fair,7,333500.0
3,1.0,1.0,1400.0,10403.0,0,1400.0,1230.0,10209,42,Good,6,232000.0
3,2.75,1.0,2360.0,16117.0,650,1710.0,2120.0,16117,35,Good,8,691100.0
3,1.75,1.0,1870.0,9897.0,0,1870.0,1900.0,10005,58,Good,8,811000.0
3,2.5,2.0,2830.0,5802.0,0,2830.0,2500.0,5788,17,Fair,9,551000.0
3,2.5,2.0,2260.0,3640.0,0,2260.0,2350.0,3710,24,Fair,8,496500.0
3,3.0,2.0,1970.0,20978.0,200,1770.0,2280.0,75396,38,Good,9,705000.0
4,2.5,1.0,3140.0,9225.0,1370,1770.0,2460.0,9600,52,Excellent,9,578000.0
3,1.75,1.0,1240.0,8659.0,0,1240.0,1490.0,8223,32,Excellent,7,255000.0
4,3.5,2.0,3450.0,7832.0,0,3450.0,3220.0,8567,11,Fair,10,1050000.0
3,2.25,2.0,2570.0,8491.0,0,2570.0,2400.0,8049,29,Good,8,348000.0
3,2.0,2.0,1510.0,3413.0,0,1510.0,1570.0,3777,33,Fair,7,230000.0
4,2.25,2.0,2390.0,11250.0,0,2390.0,2480.0,11250,30,Fair,9,359500.0
3,1.0,1.0,980.0,7000.0,0,980.0,1220.0,7000,65,Fair,6,330000.0
1,0.75,1.0,430.0,5050.0,0,430.0,1200.0,7500,106,Okay,4,80000.0
3,1.75,1.0,1480.0,6360.0,0,1480.0,1480.0,6360,64,Fair,7,465000.0
4,2.5,2.0,1850.0,7324.0,0,1850.0,2100.0,7329,21,Fair,8,325000.0
3,2.0,1.0,2270.0,28025.0,350,1920.0,1770.0,14833,71,Good,7,340500.0
3,2.5,2.0,1810.0,5192.0,0,1810.0,1810.0,6200,25,Fair,8,342500.0
2,2.0,2.0,1610.0,17600.0,0,1610.0,1310.0,12950,88,Fair,6,290900.0
3,4.25,2.0,3840.0,6161.0,0,3840.0,3230.0,7709,18,Fair,10,868700.0
4,2.75,2.0,4110.0,8400.0,980,3130.0,2820.0,8400,90,Fair,9,1200000.0
4,3.25,2.0,4190.0,10259.0,1040,3150.0,4300.0,11919,18,Fair,10,1150000.0
4,2.75,2.0,3390.0,6298.0,0,3390.0,3390.0,7111,7,Fair,9,859900.0
4,2.25,2.0,1890.0,3006.0,0,1890.0,1580.0,3000,15,Fair,7,520000.0
3,2.5,2.0,1610.0,2527.0,530,1080.0,1610.0,4173,13,Fair,9,460000.0
3,1.5,1.0,1050.0,4590.0,200,850.0,1770.0,5400,69,Fair,7,438924.0
2,1.0,1.0,630.0,6550.0,0,630.0,1420.0,6550,100,Fair,5,315000.0
4,2.75,1.0,2910.0,10650.0,1130,1780.0,2920.0,10988,43,Fair,8,590000.0
4,1.75,1.0,1700.0,8640.0,850,850.0,1620.0,9000,63,Fair,7,378500.0
3,2.5,2.0,1950.0,8130.0,0,1950.0,2350.0,7691,28,Good,9,328500.0
3,3.0,2.0,2990.0,9773.0,0,2990.0,2230.0,11553,45,Good,8,849950.0
4,3.25,2.5,4860.0,181319.0,0,4860.0,3850.0,181319,25,Fair,9,1390000.0
4,2.5,1.0,2160.0,7725.0,700,1460.0,2060.0,8250,40,Good,8,295000.0
6,3.5,2.0,4860.0,11793.0,1000,3860.0,3600.0,11793,20,Fair,10,1070000.0
2,2.0,1.0,890.0,5000.0,0,890.0,1860.0,5000,101,Fair,6,207950.0
4,2.75,2.0,2810.0,7302.0,0,2810.0,2820.0,7302,16,Fair,9,699900.0
5,2.5,2.0,3400.0,9500.0,0,3400.0,3080.0,11081,41,Good,8,1280000.0
4,1.5,1.0,1580.0,7350.0,620,960.0,1560.0,7350,55,Good,7,452000.0
3,2.0,1.0,1680.0,5036.0,0,1680.0,1680.0,4921,31,Good,7,370000.0
3,1.75,1.0,1300.0,11230.0,0,1300.0,1300.0,10794,50,Excellent,7,232000.0
5,2.5,2.0,2820.0,14062.0,440,2380.0,1910.0,10392,58,Good,7,669950.0
3,2.0,1.0,1510.0,6710.0,440,1070.0,1660.0,6600,46,Fair,7,397500.0
2,2.5,2.0,1230.0,1391.0,360,870.0,1240.0,1350,14,Fair,8,490000.0
4,2.0,2.0,2110.0,4140.0,400,1710.0,1440.0,4420,93,Fair,9,725000.0
3,2.75,1.0,3080.0,19635.0,1470,1610.0,2424.0,12410,60,Good,7,299000.0
2,1.5,1.5,1490.0,5750.0,300,1190.0,1590.0,4025,118,Good,7,625000.0
3,2.5,2.0,2120.0,4500.0,0,2120.0,2530.0,4816,18,Fair,7,437500.0
4,2.5,2.0,3180.0,5438.0,0,3180.0,3030.0,5335,15,Fair,9,650000.0
2,1.0,1.0,1490.0,3825.0,630,860.0,1460.0,3825,89,Fair,7,475000.0
3,2.0,1.0,1930.0,11947.0,0,1930.0,2200.0,12825,52,Good,8,342000.0
4,2.5,2.0,2770.0,7800.0,0,2770.0,2720.0,10000,19,Fair,10,1200000.0
3,1.5,1.0,1670.0,11610.0,0,1670.0,1930.0,10200,55,Good,7,280000.0
2,1.75,1.0,1330.0,7200.0,0,1330.0,1450.0,11682,25,Fair,7,240000.0
3,1.0,1.5,1210.0,3328.0,0,1210.0,1640.0,3333,94,Good,7,529000.0
3,1.0,1.0,1190.0,5100.0,160,1030.0,1690.0,5100,77,Good,7,442000.0
2,1.0,1.0,1540.0,6872.0,720,820.0,1420.0,5538,72,Good,7,615000.0
4,1.75,1.0,2430.0,7559.0,850,1580.0,1980.0,8750,37,Good,8,585000.0
4,2.5,2.0,2600.0,7787.0,0,2600.0,2830.0,7787,13,Fair,8,480000.0
5,3.5,2.0,4410.0,57063.0,0,4410.0,2900.0,50529,28,Good,9,1100000.0
4,1.0,1.5,1330.0,8184.0,0,1330.0,1220.0,660,69,Fair,7,290000.0
3,1.75,1.0,1900.0,5000.0,950,950.0,1770.0,5000,67,Excellent,7,615000.0
2,1.0,1.0,1100.0,7680.0,0,1100.0,1460.0,7680,68,Good,7,300000.0
3,1.0,1.5,1980.0,39150.0,400,1580.0,1860.0,11811,86,Fair,6,308000.0
3,2.5,2.0,2400.0,7745.0,0,2400.0,2080.0,8615,17,Fair,9,750000.0
4,2.25,2.5,4760.0,8036.0,1370,3390.0,2950.0,9323,102,Excellent,9,2250000.0
4,3.25,2.0,3180.0,194278.0,0,3180.0,2200.0,178160,13,Fair,10,890000.0
3,1.0,1.0,1190.0,7560.0,0,1190.0,1190.0,7560,60,Excellent,6,288000.0
2,1.0,1.0,630.0,6000.0,0,630.0,1470.0,6840,75,Fair,6,190000.0
5,3.0,1.0,2530.0,5105.0,1010,1520.0,2290.0,4011,13,Fair,8,515000.0
4,1.5,1.0,1690.0,11054.0,0,1690.0,1690.0,9040,88,Good,5,235000.0
2,1.0,1.0,940.0,5000.0,0,940.0,940.0,5000,67,Fair,6,275000.0
2,2.0,1.0,1240.0,9119.0,0,1240.0,1380.0,9121,66,Good,7,727500.0
4,2.5,2.0,3040.0,6587.0,0,3040.0,2740.0,6587,15,Fair,7,650000.0
6,5.0,2.0,6050.0,230652.0,0,6050.0,4210.0,233971,17,Fair,10,1600000.0
4,1.0,1.5,1590.0,7085.0,0,1590.0,1320.0,7085,74,Fair,6,365000.0
3,1.75,1.0,2500.0,36947.0,0,2500.0,2590.0,28837,34,Fair,9,662000.0
3,2.5,1.0,1780.0,7848.0,460,1320.0,1680.0,7848,40,Fair,7,270500.0
2,1.5,2.0,1360.0,1898.0,0,1360.0,1360.0,1898,40,Fair,7,200000.0
4,3.25,2.0,4740.0,76230.0,0,4740.0,3340.0,49206,31,Fair,10,970000.0
3,1.5,1.0,1010.0,9600.0,0,1010.0,1400.0,9660,56,Good,7,160000.0
3,1.0,1.0,1040.0,7405.0,0,1040.0,1580.0,7405,47,Good,6,204000.0
3,2.25,2.0,1610.0,6655.0,0,1610.0,1780.0,7529,33,Good,7,358000.0
4,1.75,1.0,1570.0,8268.0,0,1570.0,1870.0,8190,39,Fair,7,452000.0
2,2.0,1.0,1510.0,4000.0,500,1010.0,1920.0,4000,118,Good,7,595000.0
3,2.0,1.0,1360.0,6082.0,0,1360.0,1360.0,6987,24,Fair,7,249000.0
4,2.5,2.0,1970.0,5106.0,0,1970.0,2230.0,5109,19,Fair,8,346900.0
3,2.5,2.0,5403.0,24069.0,0,5403.0,3980.0,104374,42,Good,10,2130000.0
4,2.5,2.0,1560.0,4350.0,0,1560.0,1560.0,4350,15,Fair,7,280000.0
4,1.75,1.0,2320.0,12000.0,50,2270.0,2120.0,9880,45,Good,8,318888.0
3,2.25,1.0,2120.0,40518.0,0,2120.0,2480.0,13492,51,Fair,8,530000.0
3,2.25,2.0,2120.0,18500.0,0,2120.0,2120.0,14479,35,Good,8,375000.0
4,2.5,2.0,3350.0,29242.0,0,3350.0,3920.0,24728,30,Fair,10,910000.0
4,2.5,2.0,2380.0,9614.0,0,2380.0,2560.0,9770,27,Good,10,782000.0
2,2.0,2.0,1070.0,649.0,350,720.0,1070.0,928,10,Fair,9,259950.0
4,2.75,1.0,2300.0,18360.0,740,1560.0,1870.0,9588,39,Good,7,315000.0
2,1.0,1.0,1320.0,8865.0,0,1320.0,1190.0,6490,75,Good,6,215000.0
3,1.75,1.0,2180.0,10221.0,1040,1140.0,2180.0,8535,72,Good,7,705000.0
3,3.0,2.0,4380.0,6320.0,800,3580.0,3080.0,7680,66,Excellent,10,1450000.0
3,1.75,2.0,1790.0,9813.0,0,1790.0,1520.0,10125,69,Fair,7,451000.0
2,1.0,1.0,750.0,8125.0,0,750.0,1340.0,8750,75,Good,6,261000.0
3,1.5,1.0,1300.0,8280.0,0,1300.0,1570.0,8692,62,Excellent,7,396000.0
4,2.5,2.0,2990.0,29170.0,0,2990.0,3715.0,29170,19,Fair,9,725000.0
7,3.5,2.0,4640.0,15235.0,1780,2860.0,3230.0,20697,53,Fair,10,1950000.0
4,1.0,1.5,1400.0,7242.0,0,1400.0,1310.0,7314,59,Fair,7,238000.0
6,1.75,2.0,2750.0,9563.0,0,2750.0,2040.0,9563,45,Good,8,750000.0
4,2.5,2.0,2050.0,10271.0,0,2050.0,2050.0,8103,20,Fair,7,331500.0
4,3.0,1.0,2230.0,108900.0,820,1410.0,1960.0,65340,40,Fair,7,460000.0
4,2.25,1.0,2340.0,217014.0,0,2340.0,2340.0,107898,36,Good,8,404950.0
3,2.5,2.0,2870.0,5163.0,0,2870.0,1630.0,7995,4,Fair,9,880000.0
4,2.5,2.0,4120.0,22370.0,0,4120.0,3180.0,7257,21,Fair,10,863000.0
3,1.75,1.0,2080.0,9162.0,710,1370.0,1870.0,8944,58,Fair,7,638700.0
3,2.5,2.0,1840.0,5680.0,0,1840.0,1600.0,4697,10,Fair,7,435000.0
3,1.0,1.5,1180.0,5350.0,0,1180.0,1490.0,5350,59,Good,6,260000.0
5,2.75,1.5,2160.0,4000.0,630,1530.0,2040.0,4000,91,Excellent,7,671500.0
3,1.0,1.5,1180.0,3400.0,0,1180.0,1440.0,3400,111,Fair,8,610000.0
2,0.75,1.0,1160.0,15029.0,290,870.0,1870.0,25346,81,Good,6,405000.0
4,2.5,2.0,1830.0,5612.0,0,1830.0,1830.0,5998,15,Fair,7,338900.0
4,4.0,2.0,3200.0,7708.0,0,3200.0,3480.0,7944,14,Fair,10,720000.0
5,3.0,1.5,2560.0,5445.0,800,1760.0,1080.0,5445,91,Good,7,442000.0
5,2.75,1.5,2550.0,5040.0,0,2550.0,1590.0,3840,116,Excellent,8,650000.0
3,1.75,1.0,1330.0,9917.0,290,1040.0,1330.0,9081,37,Fair,7,263500.0
2,1.0,1.0,1220.0,75794.0,0,1220.0,2010.0,98010,55,Good,7,300000.0
3,2.5,2.0,1805.0,3402.0,0,1805.0,2095.0,3402,9,Fair,7,266000.0
4,4.0,2.5,6050.0,84942.0,1900,4150.0,2700.0,199504,9,Fair,9,930000.0
4,2.5,2.0,2320.0,5493.0,0,2320.0,2450.0,5471,14,Fair,8,530000.0
3,1.0,1.0,1384.0,8960.0,0,1384.0,1000.0,8470,53,Good,6,180000.0
3,2.5,2.0,2720.0,6439.0,0,2720.0,3180.0,7320,13,Fair,9,619000.0
3,1.5,1.0,1820.0,10608.0,0,1820.0,1380.0,8976,56,Good,7,264000.0
2,2.25,1.5,2130.0,4920.0,600,1530.0,2130.0,4920,77,Good,7,730000.0
4,2.25,2.0,2060.0,10070.0,0,2060.0,2060.0,8155,43,Fair,7,439000.0
4,1.75,1.0,1420.0,7500.0,340,1080.0,1500.0,7260,37,Good,7,268500.0
3,1.75,1.0,1510.0,15744.0,0,1510.0,1470.0,15744,33,Fair,7,330000.0
3,2.5,1.5,2160.0,4000.0,200,1960.0,2160.0,5120,115,Fair,8,640000.0
3,2.5,2.0,3180.0,12600.0,0,3180.0,3030.0,12835,40,Good,10,900000.0
3,2.25,2.0,2110.0,13300.0,0,2110.0,2470.0,14000,33,Good,8,370000.0
3,2.0,1.5,2060.0,2900.0,730,1330.0,1910.0,3900,87,Excellent,8,685000.0
3,1.5,1.0,1830.0,217800.0,820,1010.0,2450.0,165963,37,Fair,7,505000.0
